0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	0	1	21	
0,0937500000	0	1	26	
0,0625000000	2	2	46	
0,0937500000	2	2	56	
0,0625000000	2	2	97	
0,0781250000	4	4	107	
0,0937500000	6	6	117	
0,0546875000	14	14	190	
0,0625000000	14	14	200	
0,0703125000	13	14	210	
0,0781250000	13	13	220	
0,0585937500	40	44	397	
0,0781250000	54	62	447	
0,0976562500	244	325	1002	
0,0976562500	778	1285	2012	
0,0976562500	2213	5223	4035	
0,0610351563	9948	45370	13167	
0,0610351563	22259	180886	26322	
0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	1	1	21	
0,0937500000	1	1	26	
0,0625000000	1	2	46	
0,0937500000	2	2	56	
0,0625000000	4	4	97	
0,0781250000	5	5	107	
0,0937500000	6	7	117	
0,0546875000	9	10	190	
0,0625000000	13	14	200	
0,0703125000	11	12	210	
0,0781250000	17	19	220	
0,0585937500	32	35	397	
0,0781250000	48	53	447	
0,0976562500	244	327	1002	
0,0976562500	783	1305	2012	
0,0976562500	2206	5179	4035	
0,0610351563	9917	45296	13166	
0,0610351563	22263	180316	26323	
0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	0	0	21	
0,0937500000	0	0	26	
0,0625000000	1	1	46	
0,0937500000	1	1	56	
0,0625000000	4	4	97	
0,0781250000	3	3	107	
0,0937500000	5	6	117	
0,0546875000	10	11	190	
0,0625000000	11	12	200	
0,0703125000	13	13	210	
0,0781250000	12	12	220	
0,0585937500	34	36	397	
0,0781250000	56	62	446	
0,0976562500	248	325	1002	
0,0976562500	773	1294	2012	
0,0976562500	2203	5163	4035	
0,0610351563	9933	45759	13166	
0,0610351563	22273	180951	26323	
0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	1	1	21	
0,0937500000	1	1	26	
0,0625000000	1	1	46	
0,0937500000	1	1	56	
0,0625000000	4	4	97	
0,0781250000	3	3	107	
0,0937500000	6	6	117	
0,0546875000	8	9	190	
0,0625000000	11	12	200	
0,0703125000	13	14	210	
0,0781250000	13	14	220	
0,0585937500	38	42	397	
0,0781250000	52	59	447	
0,0976562500	243	321	1002	
0,0976562500	769	1256	2012	
0,0976562500	2199	5125	4035	
0,0610351563	9945	45510	13167	
0,0610351563	22261	180899	26322	
0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	0	0	21	
0,0937500000	0	0	26	
0,0625000000	1	1	46	
0,0937500000	1	1	56	
0,0625000000	3	3	97	
0,0781250000	4	4	107	
0,0937500000	6	6	117	
0,0546875000	11	11	190	
0,0625000000	10	11	200	
0,0703125000	12	13	210	
0,0781250000	14	14	220	
0,0585937500	37	40	397	
0,0781250000	52	58	447	
0,0976562500	248	328	1001	
0,0976562500	773	1277	2012	
0,0976562500	2209	5182	4035	
0,0610351563	9938	45127	13168	
0,0610351563	22270	180799	26316	
0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	0	0	21	
0,0937500000	1	1	26	
0,0625000000	1	1	46	
0,0937500000	1	1	56	
0,0625000000	3	3	97	
0,0781250000	4	4	107	
0,0937500000	4	4	117	
0,0546875000	7	7	190	
0,0625000000	10	11	200	
0,0703125000	14	15	210	
0,0781250000	15	16	220	
0,0585937500	39	42	397	
0,0781250000	53	58	447	
0,0976562500	240	317	1001	
0,0976562500	786	1307	2012	
0,0976562500	2202	5136	4035	
0,0610351563	9920	45414	13165	
0,0610351563	22264	181110	26324	
0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	0	0	21	
0,0937500000	1	1	26	
0,0625000000	1	1	46	
0,0937500000	2	2	56	
0,0625000000	4	5	97	
0,0781250000	5	5	107	
0,0937500000	7	7	117	
0,0546875000	9	9	190	
0,0625000000	9	10	200	
0,0703125000	13	14	210	
0,0781250000	15	15	220	
0,0585937500	39	42	397	
0,0781250000	47	52	447	
0,0976562500	241	316	1001	
0,0976562500	772	1285	2012	
0,0976562500	2201	5192	4035	
0,0610351563	9922	45140	13168	
0,0610351563	22266	181140	26324	
0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	0	0	21	
0,0937500000	0	0	26	
0,0625000000	1	1	46	
0,0937500000	2	2	56	
0,0625000000	3	3	97	
0,0781250000	6	6	107	
0,0937500000	6	6	117	
0,0546875000	12	13	190	
0,0625000000	14	14	200	
0,0703125000	10	10	210	
0,0781250000	16	19	219	
0,0585937500	41	45	397	
0,0781250000	54	60	447	
0,0976562500	245	325	1002	
0,0976562500	772	1268	2012	
0,0976562500	2201	5130	4035	
0,0610351563	9931	45208	13166	
0,0610351563	22269	181535	26327	
0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	0	0	21	
0,0937500000	0	0	26	
0,0625000000	1	1	46	
0,0937500000	2	2	56	
0,0625000000	4	4	97	
0,0781250000	6	7	107	
0,0937500000	7	7	117	
0,0546875000	8	9	190	
0,0625000000	10	11	200	
0,0703125000	14	14	210	
0,0781250000	16	17	220	
0,0585937500	41	45	396	
0,0781250000	59	66	447	
0,0976562500	247	330	1001	
0,0976562500	781	1307	2012	
0,0976562500	2208	5184	4035	
0,0610351563	9962	45686	13166	
0,0610351563	22273	180891	26325	
0,0500000000	0	0	3	
0,0625000000	0	0	9	
0,0625000000	0	0	21	
0,0937500000	0	0	26	
0,0625000000	1	1	46	
0,0937500000	1	1	56	
0,0625000000	3	3	97	
0,0781250000	4	4	107	
0,0937500000	7	7	117	
0,0546875000	11	12	190	
0,0625000000	12	13	200	
0,0703125000	12	12	210	
0,0781250000	14	15	220	
0,0585937500	39	44	397	
0,0781250000	52	58	447	
0,0976562500	245	320	1002	
0,0976562500	772	1260	2012	
0,0976562500	2212	5273	4035	
0,0610351563	9957	45889	13166	
0,0610351563	22274	181375	26324	
0,0500000000	0	0	3	
0,0625000000	0	0	8	
0,0625000000	1	1	20	
0,0937500000	0	0	25	
0,0625000000	1	1	44	
0,0937500000	1	1	54	
0,0625000000	3	3	93	
0,0781250000	2	2	103	
0,0937500000	4	4	114	
0,0546875000	4	4	183	
0,0625000000	7	7	191	
0,0703125000	7	7	202	
0,0781250000	11	11	211	
0,0585937500	20	20	371	
0,0781250000	35	35	424	
0,0976562500	166	166	934	
0,0976562500	527	527	1760	
0,0976562500	1410	1410	3226	
0,0610351563	4298	4298	7505	
0,0610351563	9235	9235	13283	
