0,3750000000	3	3	25	
0,2500000000	5	5	44	
0,3750000000	8	8	54	
0,2500000000	10	10	93	
0,3125000000	11	11	105	
0,3750000000	14	14	114	
0,4375000000	16	16	125	
0,2500000000	20	20	193	
0,2812500000	22	22	200	
0,3125000000	25	25	210	
0,4687500000	42	42	261	
0,3125000000	55	55	425	
0,3906250000	187	187	948	
0,3906250000	540	540	1816	
0,3906250000	1410	1410	3328	
0,4882812500	4292	4292	6970	
0,4882812500	9227	9227	12649	
