0,2000000000	0	0	2	
0,2500000000	1	1	9	
0,2500000000	2	2	23	
0,3750000000	3	4	28	
0,2500000000	6	7	52	
0,3750000000	10	10	62	
0,2500000000	17	21	111	
0,3125000000	20	23	121	
0,3750000000	26	28	131	
0,4375000000	22	24	141	
0,2500000000	42	48	230	
0,2812500000	44	53	239	
0,3125000000	43	49	250	
0,4687500000	56	64	300	
0,3125000000	98	114	509	
0,3906250000	321	415	1128	
0,3906250000	925	1506	2266	
0,3906250000	2568	5939	4545	
0,4882812500	7364	32270	10098	
0,4882812500	16702	129341	20205	
0,2000000000	0	0	2	
0,2500000000	0	0	9	
0,2500000000	3	3	23	
0,3750000000	4	5	28	
0,2500000000	6	7	52	
0,3750000000	12	13	62	
0,2500000000	20	23	111	
0,3125000000	19	21	121	
0,3750000000	23	27	131	
0,4375000000	29	36	141	
0,2500000000	38	45	230	
0,2812500000	42	48	240	
0,3125000000	43	50	250	
0,4687500000	62	70	300	
0,3125000000	94	106	509	
0,3906250000	322	421	1128	
0,3906250000	924	1503	2267	
0,3906250000	2561	5934	4545	
0,4882812500	7374	32296	10101	
0,4882812500	16720	129295	20208	
0,2000000000	0	0	2	
0,2500000000	1	1	9	
0,2500000000	3	4	23	
0,3750000000	3	4	28	
0,2500000000	8	9	52	
0,3750000000	9	10	62	
0,2500000000	20	24	111	
0,3125000000	20	23	121	
0,3750000000	22	24	131	
0,4375000000	25	30	141	
0,2500000000	43	48	230	
0,2812500000	41	46	240	
0,3125000000	45	51	250	
0,4687500000	63	74	300	
0,3125000000	100	115	509	
0,3906250000	310	403	1128	
0,3906250000	933	1523	2267	
0,3906250000	2583	6013	4544	
0,4882812500	7381	32456	10099	
0,4882812500	16692	128629	20204	
0,2000000000	0	0	2	
0,2500000000	1	1	9	
0,2500000000	3	3	23	
0,3750000000	4	4	28	
0,2500000000	8	8	52	
0,3750000000	9	10	62	
0,2500000000	19	22	111	
0,3125000000	19	21	121	
0,3750000000	24	28	131	
0,4375000000	28	32	141	
0,2500000000	40	44	230	
0,2812500000	38	45	240	
0,3125000000	42	49	250	
0,4687500000	59	67	300	
0,3125000000	102	122	509	
0,3906250000	313	412	1127	
0,3906250000	930	1524	2266	
0,3906250000	2564	6030	4545	
0,4882812500	7377	32178	10102	
0,4882812500	16722	128921	20206	
0,2000000000	0	0	2	
0,2500000000	1	1	9	
0,2500000000	4	4	23	
0,3750000000	6	6	28	
0,2500000000	7	7	52	
0,3750000000	9	10	62	
0,2500000000	19	22	111	
0,3125000000	19	21	121	
0,3750000000	23	28	131	
0,4375000000	26	31	141	
0,2500000000	42	50	230	
0,2812500000	38	43	240	
0,3125000000	41	47	250	
0,4687500000	59	66	300	
0,3125000000	101	119	508	
0,3906250000	322	416	1127	
0,3906250000	929	1510	2266	
0,3906250000	2562	5943	4545	
0,4882812500	7377	32319	10098	
0,4882812500	16723	129151	20208	
0,2000000000	0	0	2	
0,2500000000	0	0	9	
0,2500000000	2	2	23	
0,3750000000	4	5	28	
0,2500000000	6	7	52	
0,3750000000	10	11	62	
0,2500000000	19	21	111	
0,3125000000	21	24	121	
0,3750000000	26	30	131	
0,4375000000	27	31	141	
0,2500000000	38	41	230	
0,2812500000	44	52	240	
0,3125000000	44	50	250	
0,4687500000	60	69	300	
0,3125000000	93	105	509	
0,3906250000	306	400	1127	
0,3906250000	946	1557	2266	
0,3906250000	2567	5991	4545	
0,4882812500	7387	32499	10100	
0,4882812500	16689	128400	20208	
0,2000000000	0	0	2	
0,2500000000	1	1	9	
0,2500000000	2	3	23	
0,3750000000	5	5	28	
0,2500000000	8	9	52	
0,3750000000	11	12	62	
0,2500000000	19	22	111	
0,3125000000	17	19	121	
0,3750000000	23	27	131	
0,4375000000	29	34	141	
0,2500000000	37	42	230	
0,2812500000	42	49	240	
0,3125000000	44	50	250	
0,4687500000	65	78	300	
0,3125000000	103	122	509	
0,3906250000	318	411	1127	
0,3906250000	938	1548	2266	
0,3906250000	2569	5934	4544	
0,4882812500	7396	32537	10100	
0,4882812500	16712	128678	20205	
0,2000000000	0	0	2	
0,2500000000	0	0	9	
0,2500000000	3	4	23	
0,3750000000	5	6	28	
0,2500000000	9	10	52	
0,3750000000	10	12	62	
0,2500000000	16	18	111	
0,3125000000	17	19	121	
0,3750000000	24	28	131	
0,4375000000	27	31	141	
0,2500000000	38	43	230	
0,2812500000	43	48	240	
0,3125000000	43	47	250	
0,4687500000	64	72	300	
0,3125000000	95	110	509	
0,3906250000	307	393	1128	
0,3906250000	941	1535	2266	
0,3906250000	2564	5956	4544	
0,4882812500	7381	32349	10102	
0,4882812500	16696	128680	20206	
0,2000000000	0	0	2	
0,2500000000	1	1	9	
0,2500000000	3	4	23	
0,3750000000	3	4	28	
0,2500000000	8	9	52	
0,3750000000	10	12	62	
0,2500000000	19	23	111	
0,3125000000	20	23	121	
0,3750000000	24	27	131	
0,4375000000	26	31	141	
0,2500000000	40	46	230	
0,2812500000	46	54	240	
0,3125000000	46	54	250	
0,4687500000	62	71	300	
0,3125000000	95	111	509	
0,3906250000	308	394	1127	
0,3906250000	949	1568	2267	
0,3906250000	2582	5983	4543	
0,4882812500	7374	32307	10101	
0,4882812500	16700	128318	20205	
0,2000000000	0	0	2	
0,2500000000	1	1	9	
0,2500000000	3	3	23	
0,3750000000	4	4	28	
0,2500000000	7	8	52	
0,3750000000	11	13	62	
0,2500000000	18	21	111	
0,3125000000	19	21	121	
0,3750000000	26	31	131	
0,4375000000	26	31	141	
0,2500000000	42	48	230	
0,2812500000	42	47	240	
0,3125000000	45	53	250	
0,4687500000	59	67	300	
0,3125000000	93	109	509	
0,3906250000	315	413	1128	
0,3906250000	926	1534	2266	
0,3906250000	2566	5944	4544	
0,4882812500	7377	32419	10100	
0,4882812500	16697	128774	20206	
0,2000000000	0	0	2	
0,2500000000	1	1	8	
0,2500000000	2	2	20	
